s,p,o
http://qudt.org/schema/qudt/PositiveIntegerType,http://www.w3.org/2002/07/owl#equivalentClass,_:b25
http://qudt.org/schema/qudt/ArrayDataOrderType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/ArrayDataOrderType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/ArrayDataOrderType,http://www.w3.org/2000/01/rdf-schema#label,Array data order type
http://qudt.org/schema/qudt/ArrayDataOrderType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/EnumeratedValue
http://qudt.org/schema/qudt/ArrayDataOrderType,http://www.w3.org/2002/07/owl#oneOf,_:b45
http://datashapes.org/dash#MultiFunction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://datashapes.org/dash#MultiFunction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://datashapes.org/dash#MultiFunction,http://www.w3.org/2000/01/rdf-schema#comment,"A multi-function is a function that can return zero or more result objects consisting of one or more result variables. While normal (SPARQL/SHACL) functions can only return a single result node, multi-functions may not only return multiple nodes but even multiple individual variables per solution.

A common way of defining multi-functions is by wrapping a SPARQL SELECT query, using dash:SPARQLMultiFunction. However, some MultiFunctions (in TopBraid) may also be implemented natively."
http://datashapes.org/dash#MultiFunction,http://www.w3.org/2000/01/rdf-schema#label,Multi-function
http://datashapes.org/dash#MultiFunction,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/ns/shacl#Parameterizable
http://datashapes.org/dash#MultiFunction,http://www.w3.org/ns/shacl#nodeKind,http://www.w3.org/ns/shacl#IRI
http://datashapes.org/dash#MultiFunction,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Function-apiStatus
http://datashapes.org/dash#MultiFunction,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#MultiFunction-resultVariable
http://nwcg.gov/model/nwcg_org#Committee,http://edg.topbraid.solutions/model/acronym,CMTE
http://nwcg.gov/model/nwcg_org#Committee,http://www.w3.org/2000/01/rdf-schema#comment,"A long-standing body of subject matter experts representing one of the primary NWCG functional or business areas. Develops and maintains NWCG standards and associated support materials. Meets objectives stated in its mission statement.  May establish a subcommittee structure as workload requires.

Established by and report to the NWCG Executive Board."
http://nwcg.gov/model/nwcg_org#Committee,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/Organization
http://nwcg.gov/model/nwcg_org#Committee,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://nwcg.gov/model/nwcg_org#Committee,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://nwcg.gov/model/nwcg_org#Committee,http://www.w3.org/2000/01/rdf-schema#label,Committee
http://nwcg.gov/model/nwcg_org#CourseSteeringCommittee,http://edg.topbraid.solutions/model/acronym,CSCMTE
http://nwcg.gov/model/nwcg_org#CourseSteeringCommittee,http://www.w3.org/2000/01/rdf-schema#comment,"A long-standing body of subject matter experts responsible for oversight and maintenance of a national level course, or a geographic area delivered course maintained by a single cadre. Meets objectives stated in its mission statement.

Established by and reports to the parent committee or their designated subgroup."
http://nwcg.gov/model/nwcg_org#CourseSteeringCommittee,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/Organization
http://nwcg.gov/model/nwcg_org#CourseSteeringCommittee,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://nwcg.gov/model/nwcg_org#CourseSteeringCommittee,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://nwcg.gov/model/nwcg_org#CourseSteeringCommittee,http://www.w3.org/2000/01/rdf-schema#label,Course Steering Committee
_:b46,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b46,http://www.w3.org/2002/07/owl#allValuesFrom,http://www.linkedmodel.org/schema/vaem#Party
_:b46,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#hasOwner
http://topbraid.org/metadata#UpdateMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://topbraid.org/metadata#UpdateMethod,http://www.w3.org/2000/01/rdf-schema#comment,Controlled vocabulary for describing the automation of interfaces between an enterprise system and the data governance environment.
http://topbraid.org/metadata#UpdateMethod,http://www.w3.org/2000/01/rdf-schema#label,Automation
http://topbraid.org/metadata#UpdateMethod,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
_:b47,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/UnsignedType
_:b47,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
_:b48,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b48,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b48,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#graphName
_:b26,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/IntegerDatatype
_:b26,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:b47
http://edg.topbraid.solutions/model/SoftwareVendor,http://www.w3.org/2000/01/rdf-schema#comment,"Enumerated values for denoting a supplier for a software executable (or database), defined in a codelist asset collection. Examples might be ORACLE, TERRADATA, SAP, IBM and MICROSOFT."
http://edg.topbraid.solutions/model/SoftwareVendor,http://edg.topbraid.solutions/model/acronym,SWVNDR
http://edg.topbraid.solutions/model/SoftwareVendor,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/SoftwareVendor,http://www.w3.org/2000/01/rdf-schema#comment,"WF Added: ADOPE, APACHE, BIGHORN, CISCO, DHTMLX, DRUPAL, DWC, ESRI HEXAGON,ESRI, HP, L3HARRIS, LOFTWARE, QLIK, OSGEO, PYPI, QLIK, QUEST, RABBITMQ, VERSATA, USDA-FS-RMRS, UNIDATA, TOPQUADRANT"
http://edg.topbraid.solutions/model/SoftwareVendor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/Vendor
http://edg.topbraid.solutions/model/SoftwareVendor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/SoftwareVendor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/SoftwareVendor,http://www.w3.org/2000/01/rdf-schema#label,Software Vendor
http://www.w3.org/2002/07/owl#DeprecatedProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2002/07/owl#DeprecatedProperty,http://www.w3.org/2000/01/rdf-schema#comment,The class of deprecated properties.
http://www.w3.org/2002/07/owl#DeprecatedProperty,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2002/07/owl#
http://www.w3.org/2002/07/owl#DeprecatedProperty,http://www.w3.org/2000/01/rdf-schema#label,DeprecatedProperty
http://www.w3.org/2002/07/owl#DeprecatedProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/2000/01/rdf-schema#label,Business Term
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/BusinessTerm-businessPractices
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/2000/01/rdf-schema#comment,"<p>A 'Business Term' is a concept that will be realized as a data element.  The business term specifies:</p>
<ol>
<li>the definition and usage of the business term amongst the different Lines of Business,</li>
<li>the physical instantiation of the data including the authoritative source,</li>
<li>acceptable data quality rules for measuring the business terms,</li>
<li>and the owners and partners responsible for creating and defining the usage of the term.</li>
</ol>"
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/BusinessTerm-sensitivityLevel
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/ns/shacl#disjoint,http://edg.topbraid.solutions/model/PIIterm
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-dataValueRule
http://edg.topbraid.solutions/model/BusinessTerm,http://edg.topbraid.solutions/model/acronym,BTERM
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-requirement
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-permissibleValues
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/GlossaryTerm
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-businessRule
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-dataRequiredForBusinessActivity
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/BusinessTerm-businessRule
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/glossary
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/2000/01/rdf-schema#comment,A subtype of a glossary term that is retained for backward compatibility and can be used to provide a type for non-PII business terms.
http://edg.topbraid.solutions/model/BusinessTerm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://edg.topbraid.solutions/model/ApprovalStatus,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance
http://edg.topbraid.solutions/model/ApprovalStatus,http://datashapes.org/graphql#name,approvalStatus
http://edg.topbraid.solutions/model/ApprovalStatus,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance/core
http://edg.topbraid.solutions/model/ApprovalStatus,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/ApprovalStatus,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/ApprovalStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/ApprovalStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/ApprovalStatus,http://www.w3.org/2000/01/rdf-schema#label,Approval Status
_:b49,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/ByRow
_:b49,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:b50
http://www.w3.org/ns/shacl#PropertyGroup,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://www.w3.org/ns/shacl#PropertyGroup,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#PropertyGroup-order
http://www.w3.org/ns/shacl#PropertyGroup,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Resource-comment
http://www.w3.org/ns/shacl#PropertyGroup,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Resource-label
http://www.w3.org/ns/shacl#PropertyGroup,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/ns/shacl#PropertyGroup,http://www.w3.org/2000/01/rdf-schema#label,Property group
http://www.w3.org/ns/shacl#PropertyGroup,http://www.w3.org/2000/01/rdf-schema#comment,Instances of this class represent groups of property shapes that belong together.
http://www.w3.org/ns/shacl#PropertyGroup,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/ns/shacl#PropertyGroup,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/ns/shacl#
http://qudt.org/schema/qudt/SignedIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/SignedIntegerType,http://purl.org/dc/terms/description,Signed Integers are integers can take on both positive and negative values.
http://qudt.org/schema/qudt/SignedIntegerType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/SignedIntegerType,http://www.w3.org/2000/01/rdf-schema#label,Signed Integer Type
http://qudt.org/schema/qudt/SignedIntegerType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/IntegerDatatype
http://qudt.org/schema/qudt/SignedIntegerType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/SignedType
http://qudt.org/schema/qudt/SignedIntegerType,http://www.w3.org/2002/07/owl#equivalentClass,_:b33
http://qudt.org/schema/qudt/SignedIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
_:b51,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
_:b51,http://www.w3.org/2002/07/owl#intersectionOf,_:b27
_:b22,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b22,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b22,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#description
_:b52,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b52,http://www.w3.org/2002/07/owl#allValuesFrom,http://www.linkedmodel.org/schema/vaem#Viewpoint
_:b52,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#hasViewpoint
http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/2000/01/rdf-schema#comment,The class of data properties.
http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2002/07/owl#
http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/2000/01/rdf-schema#label,DatatypeProperty
http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://edg.topbraid.solutions/model/ConstructClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://edg.topbraid.solutions/model/ConstructClass,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/ConstructClass,http://www.w3.org/2000/01/rdf-schema#label,Construct class
http://edg.topbraid.solutions/model/ConstructClass,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Class
http://nwcg.gov/enum/data#caseSensitivity,http://www.w3.org/2000/01/rdf-schema#comment,"A specification of whether or not the data is to be upper, lower, or mixed case."
http://nwcg.gov/enum/data#caseSensitivity,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/CustomEnumeratedValue
http://nwcg.gov/enum/data#caseSensitivity,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/CustomEnumerationClass
http://nwcg.gov/enum/data#caseSensitivity,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://nwcg.gov/enum/data#caseSensitivity,http://www.w3.org/2000/01/rdf-schema#label,Case Sensitivity
http://qudt.org/schema/qudt/AlignmentType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/AlignmentType,http://purl.org/dc/terms/description,"Specifies how a physical data field is aligned. The alignment could be at a bit, byte or word boundary."
http://qudt.org/schema/qudt/AlignmentType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/AlignmentType,http://www.w3.org/2000/01/rdf-schema#label,Alignment type
http://qudt.org/schema/qudt/AlignmentType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/EnumeratedValue
http://qudt.org/schema/qudt/AlignmentType,http://www.w3.org/2002/07/owl#oneOf,_:b0
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://datashapes.org/graphql#Schema
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2002/07/owl#
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#comment,The class of ontologies.
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#label,Ontology
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Ontology-imports
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Resource-label
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Resource-comment
_:b53,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b53,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b53,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#hasSteward
_:b54,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b54,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b54,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#hasIdentifier
http://edg.topbraid.solutions/model/CompositeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/PartOfProperty
http://edg.topbraid.solutions/model/CompositeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://edg.topbraid.solutions/model/CompositeProperty,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/CompositeProperty,http://www.w3.org/2000/01/rdf-schema#label,Composite property
http://edg.topbraid.solutions/model/CompositeProperty,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://edg.topbraid.solutions/model/PartOfProperty
http://edg.topbraid.solutions/model/CompositeProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/ModelClass
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://teamwork.topbraidlive.org/ontologyprojects
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://topbraid.org/teamwork#Vocabulary
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/2000/01/rdf-schema#label,Ontology
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/ReferenceDataSource
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/base
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/shapes/core
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/AssetCollection
http://teamwork.topbraidlive.org/ontologyprojects#Ontology,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance
http://qudt.org/schema/qudt/CharacterType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/CharacterType,http://purl.org/dc/terms/description,A Character Type is a data type that defines the type and encoding of single characters.
http://qudt.org/schema/qudt/CharacterType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/CharacterType,http://www.w3.org/2000/01/rdf-schema#label,Character Type
http://qudt.org/schema/qudt/CharacterType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/OrdinalType
http://qudt.org/schema/qudt/CharacterType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
_:b55,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b55,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b55,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#namespacePrefix
_:b56,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b56,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b56,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#graphTitle
http://nwcg.gov/model/nwcg_org#TaskTeam,http://edg.topbraid.solutions/model/acronym,TT
http://nwcg.gov/model/nwcg_org#TaskTeam,http://www.w3.org/2000/01/rdf-schema#comment,"A limited-term body of subject matter experts formed via a tasking memorandum to accomplish a specific, time-bounded, undertaking for the tasking entity.

Established by and report to any NWCG established group."
http://nwcg.gov/model/nwcg_org#TaskTeam,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/Organization
http://nwcg.gov/model/nwcg_org#TaskTeam,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://nwcg.gov/model/nwcg_org#TaskTeam,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://nwcg.gov/model/nwcg_org#TaskTeam,http://www.w3.org/2000/01/rdf-schema#label,Task Team
http://edg.topbraid.solutions/model/UIproperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://edg.topbraid.solutions/model/UIproperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/UIproperty,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/UIproperty,http://www.w3.org/2000/01/rdf-schema#label,UI property
http://edg.topbraid.solutions/model/UIproperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://qudt.org/schema/qudt/BooleanEncodingType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/BooleanEncodingType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/BooleanEncodingType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://qudt.org/schema/qudt/BooleanEncodingType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.1/schema/qudt
http://qudt.org/schema/qudt/BooleanEncodingType,http://www.w3.org/2000/01/rdf-schema#label,Boolean encoding type
http://qudt.org/schema/qudt/BooleanEncodingType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/Encoding
_:b57,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://topbraid.org/metadata#FreePaymentType
_:b57,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:b58
http://edg.topbraid.solutions/model/ProtectionMethod,http://edg.topbraid.solutions/model/acronym,PRTNMTHD
http://edg.topbraid.solutions/model/ProtectionMethod,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/ProtectionMethod,http://www.w3.org/2000/01/rdf-schema#comment,"<em lang=""""><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>"
http://edg.topbraid.solutions/model/ProtectionMethod,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/ProtectionMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/ProtectionMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/ProtectionMethod,http://www.w3.org/2000/01/rdf-schema#label,Protection Method
http://nwcg.gov/model/nwcg_org#Subcommittee,http://edg.topbraid.solutions/model/acronym,SC
http://nwcg.gov/model/nwcg_org#Subcommittee,http://www.w3.org/2000/01/rdf-schema#comment,"A long-standing body of subject matter experts representing a subset of an NWCG committee’s functional or business area. Meets objectives stated in its mission statement. May establish a unit  structure as workload requires.

Established by and report to a parent committee."
http://nwcg.gov/model/nwcg_org#Subcommittee,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/Organization
http://nwcg.gov/model/nwcg_org#Subcommittee,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://nwcg.gov/model/nwcg_org#Subcommittee,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
